Generation,Solution,Fitness,Parameters
0,100000010101111110,1.1430460214614868,"(71.0, 1219.0)"
0,111000100101011001,1.1427559852600098,"(109.0, 752.0)"
0,001010111101001111,9.244364738464355,"(37.0, 1423.0)"
0,110101111110111010,1.9920289516448975,"(105.0, 1470.0)"
0,110111001110100011,1.0494829416275024,"(107.0, 1010.0)"
0,001101011110000110,3.9965970516204834,"(41.0, 1447.0)"
0,101111101010001011,0.9240909814834595,"(95.0, 887.0)"
0,111111100110000001,0.7582370042800903,"(120.0, 770.0)"
0,001001001111111101,2.552933931350708,"(35.0, 1049.0)"
1,001001001001110000,2.3983099460601807,"(35.0, 875.0)"
1,111001100100101111,0.9897840023040771,"(111.0, 734.0)"
1,100001010111010100,1.0380849838256836,"(72.0, 1256.0)"
1,001000111101001001,8.7724027633667,"(34.0, 1420.0)"
1,010100000001010110,1.6500500440597534,"(52.0, 638.0)"
2,001110111101111011,4.123431205749512,"(43.0, 1442.0)"
2,001010111101101011,12.219494819641113,"(37.0, 1435.0)"
2,011000100011001100,1.6191710233688354,"(59.0, 690.0)"
2,101101111011010100,2.0547430515289307,"(92.0, 1369.0)"
2,000101000001000111,1.940762996673584,"(28.0, 632.0)"
2,001010111001001011,6.06777811050415,"(37.0, 1309.0)"
3,100110110000011001,1.1592700481414795,"(81.0, 1062.0)"
3,001110111101001011,4.043904781341553,"(43.0, 1421.0)"
3,001011100100101011,1.6025290489196777,"(39.0, 732.0)"
3,110101011110101101,2.01557993888855,"(104.0, 1464.0)"
3,000011011001010110,7.597854137420654,"(25.0, 1314.0)"
4,011110111011101000,1.86136794090271,"(69.0, 1378.0)"
4,111111100001100001,1.8583190441131592,"(120.0, 643.0)"
4,100101000110111111,1.8757280111312866,"(79.0, 797.0)"
4,100111000011101000,1.8723629713058472,"(82.0, 703.0)"
*,*,*,*
0,001010111101001001,0.7582370042800903,"(120.0, 770.0)"
1,001010111101001001,0.7582370042800903,"(120.0, 770.0)"
2,001010111101001001,0.7582370042800903,"(120.0, 770.0)"
3,001010111101001001,0.7582370042800903,"(120.0, 770.0)"
4,001010111101001001,0.7582370042800903,"(120.0, 770.0)"
